id,swipe
0,l
1,l
2,l
3,l
4,r
5,l
6,l
7,l
8,l
9,r
10,l
11,l
12,l
13,r
14,r
15,r
16,l
17,l
18,l
19,r
20,l
21,r
22,r
23,r
24,l
25,l
26,l
27,l
28,r
29,l
30,l
31,l
32,l
33,l
34,l
35,r
36,l
37,r
38,l
39,r
40,l
41,l
42,l
43,r
44,r
45,r
46,l
47,l
48,l
49,l
50,r
51,r
52,l
53,l
54,l
55,r
56,l
57,l
58,l
59,l
60,l
61,r
62,l
63,l
64,l
65,l
66,l
67,r
68,l
69,l
70,l
71,l
72,r
73,l
74,l
75,r
76,l
77,l
78,l
79,r
80,l
81,l
82,l
83,l
84,l
85,r
86,l
87,r
88,r
89,l
90,r
91,l
92,r
93,l
94,l
95,l
96,l
97,l
98,l
99,r
100,l
101,r
102,l
103,l
104,r
105,l
106,l
107,l
108,r
109,l
110,l
111,l
112,l
113,l
114,l
115,r
116,l
117,r
118,l
119,l
120,l
121,r
122,l
123,l
124,r
125,l
126,l
127,r
128,l
129,r
130,l
131,l
132,l
133,l
134,l
135,l
136,r
137,r
138,l
139,l
140,l
141,l
142,l
143,l
144,l
145,l
146,l
147,r
148,l
149,l
150,r
151,l
152,l
153,r
154,l
155,l
156,l
157,r
158,l
159,l
160,r
161,l
162,l
163,r
164,l
165,r
166,r
167,r
168,l
169,r
170,l
171,r
172,r
173,l
174,r
175,r
176,l
177,l
178,l
179,l
180,l
181,l
182,l
183,r
184,r
185,l
186,l
187,r
188,l
189,l
190,l
191,l
192,l
193,l
194,r
195,l
196,r
197,l
198,l
199,r
200,l
201,l
202,l
203,l
204,l
205,l
206,r
207,l
208,l
209,l
210,l
211,l
212,l
213,l
214,r
215,l
216,l
217,l
218,l
219,l
220,l
221,r
222,l
223,r
224,l
225,r
226,r
227,l
228,l
229,l
230,r
231,l
232,r
233,l
234,l
235,l
236,l
237,r
238,l
239,r
240,l
241,l
242,r
243,l
244,l
245,l
246,l
247,l
248,l
249,l
250,l
251,l
252,l
253,r
254,r
255,l
256,l
257,l
258,r
259,l
260,l
261,l
262,r
263,l
264,l
265,l
266,l
267,l
268,r
269,l
270,l
271,r
272,r
273,l
274,l
275,l
276,l
277,l
278,l
279,l
280,l
281,l
282,l
283,l
284,l
285,r
286,l
287,l
288,l
289,l
290,l
291,r
292,l
293,l
294,r
295,r
296,l
297,l
298,l
299,l
300,r
301,r
302,r
303,l
304,r
305,l
306,l
307,l
308,r
309,l
310,l
311,r
312,l
313,l
314,l
315,r
316,l
317,r
318,l
319,r
320,l
321,l
322,l
323,l
324,r
325,l
326,l
327,r
328,l
329,l
330,r
331,r
332,l
333,l
334,r
335,l
336,r
337,l
338,l
339,l
340,l
341,l
342,r
343,l
344,l
345,r
346,r
347,r
348,l
349,l
350,r
351,l
352,r
353,l
354,l
355,r
356,r
357,l
358,r
359,r
360,l
361,r
362,l
363,l
364,l
365,l
366,l
367,l
368,r
369,l
370,r
371,r
372,l
373,l
374,r
375,r
376,r
377,r
378,r
379,l
380,l
381,l
382,l
383,l
384,l
385,l
386,l
387,l
388,l
389,r
390,r
391,l
392,l
393,r
394,r
395,l
396,l
397,r
398,l
399,l
400,r
401,l
402,l
403,l
404,l
405,l
406,l
407,r
408,l
409,l
410,l
411,l
412,l
413,r
414,r
415,l
416,l
417,l
418,l
419,r
420,r
421,l
422,l
423,l
424,r
425,r
426,l
427,r
428,l
429,l
430,l
431,l
432,l
433,l
434,r
435,l
436,l
437,l
438,l
439,l
440,r
441,r
442,l
443,r
444,l
445,l
446,l
447,r
448,l
449,r
450,l
451,r
452,l
453,l
454,l
455,l
456,r
457,l
458,l
459,l
460,l
461,r
462,l
463,l
464,r
465,r
466,r
467,r
468,r
469,l
470,l
471,r
472,l
473,l
474,l
475,l
476,l
477,r
478,l
479,r
480,l
481,l
482,l
483,l
484,l
485,l
486,l
487,r
488,l
489,r
490,r
491,l
492,l
493,l
494,l
495,r
496,r
497,r
498,l
499,l
500,l
501,l
502,l
503,r
504,l
505,l
506,r
507,l
508,l
509,r
510,l
511,l
512,l
513,l
514,l
515,l
516,r
517,l
518,r
519,r
520,l
521,r
522,l
523,l
524,l
525,l
526,l
527,l
528,r
529,l
530,l
531,l
532,l
533,l
534,l
535,l
536,r
537,l
538,l
539,r
540,r
541,l
542,l
543,l
544,l
545,r
546,l
547,r
548,l
549,l
550,l
551,l
552,l
553,l
554,l
555,l
556,r
557,l
558,l
559,r
560,l
561,r
562,r
563,l
564,l
565,l
566,l
567,r
568,l
569,l
570,r
571,r
572,l
573,l
574,l
575,l
576,r
577,r
578,r
579,r
580,r
581,r
582,l
583,r
584,l
585,r
586,l
587,r
588,r
589,r
590,l
591,l
592,l
593,l
594,l
595,l
596,r
597,r
598,l
599,r
600,r
601,r
602,r
603,r
604,r
605,r
606,l
607,l
608,r
609,r
610,r
611,l
612,r
613,l
614,l
615,r
616,l
617,l
618,r
619,l
620,r
621,l
622,r
623,l
624,r
625,l
626,r
627,r
628,l
629,l
630,r
631,r
632,l
633,r
634,l
635,l
636,r
637,l
638,l
639,l
640,l
641,l
642,r
643,l
644,l
645,r
646,r
647,l
648,l
649,r
650,r
651,r
652,l
653,r
654,l
655,r
656,l
657,r
658,l
659,l
660,r
661,l
662,l
663,l
664,r
665,l
666,r
667,r
668,l
669,l
670,r
671,r
672,l
673,l
674,r
675,l
676,l
677,l
678,r
679,l
680,r
681,l
682,l
683,r
684,r
685,l
686,r
687,r
688,l
689,l
690,r
691,l
692,r
693,r
694,r
695,l
696,r
697,r
698,r
699,r
700,l
701,l
702,l
703,l
704,r
705,l
706,l
707,r
708,l
709,l
710,l
711,l
712,l
713,l
714,l
715,r
716,r
717,l
718,l
719,r
720,l
721,l
722,r
723,l
724,l
725,l
726,l
727,l
728,r
729,r
730,r
731,l
732,l
733,l
734,l
735,l
736,l
737,r
738,r
739,r
740,l
741,r
742,r
743,l
744,r
745,l
746,r
747,l
748,r
749,r
750,l
751,l
752,r
753,l
754,r
755,l
756,r
757,r
758,l
759,l
760,r
761,l
762,r
763,r
764,r
765,l
766,l
767,r
768,l
769,r
770,l
771,r
772,l
773,r
774,r
775,l
776,l
777,l
778,l
779,l
780,l
781,l
782,r
