id,human,subject_ambiguous,"race_(b,w,a,l,m,o)",kids,dog,cat,slutty,heavy_makeup,age_in_decades,large_breasts,fat,straight_hair,blonde_hair,short_hair,religion,filter,can_see_face
3,1,0,o,0,0,0,0,1,2,0,0,1,0,0,0,0,1
7,1,0,l,0,0,0,0,0,2,0,1,1,0,1,1,1,1
11,1,0,l,0,0,0,0,1,2,0,0,1,1,1,0,0,1
15,1,0,w,0,0,0,0,0,2,0,0,1,0,0,0,0,1
19,1,0,a,0,0,0,1,0,2,0,0,0,0,0,0,0,1
23,1,0,l,0,0,0,0,0,2,0,0,1,0,0,0,0,1
27,1,0,w,0,0,0,0,0,2,0,0,1,1,0,0,0,1
31,1,0,w,0,0,0,0,0,2,0,1,0,0,1,0,0,0
35,1,1,,,,,,,,,,,,,,,
39,1,0,w,0,0,0,1,0,3,0,0,1,1,0,0,0,1
43,1,0,w,0,0,0,0,1,2,0,0,0,1,1,0,0,1
47,1,0,l,0,0,0,0,0,2,0,1,1,0,0,0,0,1
51,1,0,a,0,0,0,0,0,2,0,0,1,0,0,0,0,1
55,1,0,a,0,0,0,1,0,2,0,0,1,0,0,0,1,1
59,0,,,,,,,,,,,,,,,,
63,1,0,l,0,0,0,0,0,1,0,0,0,0,0,0,0,1
67,1,0,a,0,0,0,0,0,2,0,0,1,0,0,0,0,1
71,1,0,m,0,0,0,1,1,2,0,0,1,0,0,0,0,1
75,1,0,w,0,0,0,0,0,1,0,0,1,0,0,0,0,1
79,1,0,w,0,0,0,1,0,1,0,0,1,1,0,0,0,1
83,1,0,b,0,0,0,0,0,3,1,0,1,0,0,0,0,1
87,1,0,w,0,0,0,0,0,2,0,0,1,0,0,0,0,1
91,1,0,w,0,0,0,0,1,2,0,1,0,0,0,0,1,1
95,1,0,l,0,0,0,0,0,3,0,0,1,0,0,0,0,1
99,1,0,a,0,0,0,0,0,2,0,0,1,0,1,0,0,0
103,1,0,w,0,0,0,1,0,2,0,0,1,1,0,0,0,0
107,1,0,w,0,0,0,0,0,2,0,1,0,0,0,0,0,1
111,1,1,,,,,,,,,,,,,,,
115,1,0,a,0,0,0,1,1,2,0,0,1,0,0,0,0,1
119,1,0,l,0,0,0,0,1,1,0,0,0,0,1,0,1,1
123,1,0,b,0,0,0,0,0,2,0,0,0,0,0,0,0,0
127,1,0,w,0,0,0,0,1,2,0,0,1,1,0,0,0,1
131,1,0,a,0,0,0,1,0,2,1,0,1,0,0,0,0,1
135,0,,,,,,,,,,,,,,,,
139,1,0,o,0,0,0,0,0,2,0,0,0,0,1,0,0,1
143,1,0,w,0,0,0,1,0,2,0,0,0,0,0,0,0,1
147,1,0,a,0,0,0,0,0,2,0,0,1,0,0,0,0,1
151,1,0,w,0,0,0,0,1,3,0,0,1,0,0,0,0,1
155,1,0,l,0,0,0,0,1,2,1,1,1,0,0,0,0,1
159,1,1,,,,,,,,,,,,,,,
163,1,0,w,0,1,1,0,0,2,0,0,1,0,1,0,0,0
167,1,0,a,0,0,0,0,0,2,0,0,0,0,0,0,0,1
171,1,0,w,0,0,0,0,0,2,0,0,0,0,0,0,0,1
175,1,0,a,0,0,0,1,0,2,1,0,1,0,0,0,0,1
179,1,0,w,0,0,0,1,1,3,0,0,0,0,0,0,0,0
183,1,0,l,0,0,0,1,1,2,1,0,1,0,0,0,0,1
187,1,0,w,0,0,0,0,1,3,0,0,1,0,0,0,0,1
191,1,0,w,0,0,0,1,1,2,0,0,0,1,0,0,0,1
195,1,0,w,0,0,0,0,0,2,1,1,1,0,0,0,0,1
199,1,0,a,0,0,0,1,0,2,0,0,1,0,0,0,0,1
203,1,0,w,0,0,0,1,0,2,0,1,0,0,1,0,0,0
207,1,0,w,0,0,0,0,0,2,0,1,1,0,1,0,0,1
211,1,0,w,0,0,0,1,0,2,1,0,0,0,0,0,0,0
215,1,0,l,0,0,0,0,1,2,0,0,1,0,0,0,1,1
219,1,1,,,,,,,,,,,,,,,
223,1,0,a,0,0,0,0,1,2,0,0,1,0,1,0,0,1
227,1,0,w,0,0,0,1,1,2,0,0,0,0,1,0,0,1
231,1,0,l,0,0,0,0,0,2,0,0,0,0,0,0,0,1
235,0,,,,,,,,,,,,,,,,
239,1,0,w,0,0,0,0,0,2,0,0,0,0,0,0,0,1
243,1,1,,,,,,,,,,,,,,,
247,1,1,,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,,,
263,,,,,,,,,,,,,,,,,
267,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,
275,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,
283,,,,,,,,,,,,,,,,,
287,,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,
295,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,
307,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,
315,,,,,,,,,,,,,,,,,
319,,,,,,,,,,,,,,,,,
323,,,,,,,,,,,,,,,,,
327,,,,,,,,,,,,,,,,,
331,,,,,,,,,,,,,,,,,
335,,,,,,,,,,,,,,,,,
339,,,,,,,,,,,,,,,,,
343,,,,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,
367,,,,,,,,,,,,,,,,,
371,,,,,,,,,,,,,,,,,
375,,,,,,,,,,,,,,,,,
379,,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,
403,,,,,,,,,,,,,,,,,
407,,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,,
419,,,,,,,,,,,,,,,,,
423,,,,,,,,,,,,,,,,,
427,,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,,,,,,
435,,,,,,,,,,,,,,,,,
439,,,,,,,,,,,,,,,,,
443,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,
451,,,,,,,,,,,,,,,,,
455,,,,,,,,,,,,,,,,,
459,,,,,,,,,,,,,,,,,
463,,,,,,,,,,,,,,,,,
467,,,,,,,,,,,,,,,,,
471,,,,,,,,,,,,,,,,,
475,,,,,,,,,,,,,,,,,
479,,,,,,,,,,,,,,,,,
483,,,,,,,,,,,,,,,,,
487,,,,,,,,,,,,,,,,,
491,,,,,,,,,,,,,,,,,
495,,,,,,,,,,,,,,,,,
499,,,,,,,,,,,,,,,,,
503,,,,,,,,,,,,,,,,,
507,,,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,,
515,,,,,,,,,,,,,,,,,
519,,,,,,,,,,,,,,,,,
523,,,,,,,,,,,,,,,,,
527,,,,,,,,,,,,,,,,,
531,,,,,,,,,,,,,,,,,
535,,,,,,,,,,,,,,,,,
539,,,,,,,,,,,,,,,,,
543,,,,,,,,,,,,,,,,,
547,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,
555,,,,,,,,,,,,,,,,,
559,,,,,,,,,,,,,,,,,
563,,,,,,,,,,,,,,,,,
567,,,,,,,,,,,,,,,,,
571,,,,,,,,,,,,,,,,,
575,,,,,,,,,,,,,,,,,
579,,,,,,,,,,,,,,,,,
583,,,,,,,,,,,,,,,,,
587,,,,,,,,,,,,,,,,,
591,,,,,,,,,,,,,,,,,
595,,,,,,,,,,,,,,,,,
599,,,,,,,,,,,,,,,,,
603,,,,,,,,,,,,,,,,,
607,,,,,,,,,,,,,,,,,
611,,,,,,,,,,,,,,,,,
615,,,,,,,,,,,,,,,,,
619,,,,,,,,,,,,,,,,,
623,,,,,,,,,,,,,,,,,
627,,,,,,,,,,,,,,,,,
631,,,,,,,,,,,,,,,,,
635,,,,,,,,,,,,,,,,,
639,,,,,,,,,,,,,,,,,
643,,,,,,,,,,,,,,,,,
647,,,,,,,,,,,,,,,,,
651,,,,,,,,,,,,,,,,,
655,,,,,,,,,,,,,,,,,
659,,,,,,,,,,,,,,,,,
663,,,,,,,,,,,,,,,,,
667,,,,,,,,,,,,,,,,,
671,,,,,,,,,,,,,,,,,
675,,,,,,,,,,,,,,,,,
679,,,,,,,,,,,,,,,,,
683,,,,,,,,,,,,,,,,,
687,,,,,,,,,,,,,,,,,
691,,,,,,,,,,,,,,,,,
695,,,,,,,,,,,,,,,,,
699,,,,,,,,,,,,,,,,,
703,,,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,
711,,,,,,,,,,,,,,,,,
715,,,,,,,,,,,,,,,,,
719,,,,,,,,,,,,,,,,,
723,,,,,,,,,,,,,,,,,
727,,,,,,,,,,,,,,,,,
731,,,,,,,,,,,,,,,,,
735,,,,,,,,,,,,,,,,,
739,,,,,,,,,,,,,,,,,
743,,,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,
755,,,,,,,,,,,,,,,,,
759,,,,,,,,,,,,,,,,,
763,,,,,,,,,,,,,,,,,
767,,,,,,,,,,,,,,,,,
771,,,,,,,,,,,,,,,,,
775,,,,,,,,,,,,,,,,,
779,,,,,,,,,,,,,,,,,
783,,,,,,,,,,,,,,,,,
