id,human,subject_ambiguous,"race_(b,w,a,l,m,o)",kids,dog,cat,slutty,heavy_makeup,age_in_decades,large_breasts,fat,straight_hair,blonde_hair,short_hair,religion,filter,can_see_face
0,1,0,l,0,0,0,0,0,2,0,0,1,0,0,0,0,1
4,1,0,l,0,1,0,0,0,2,0,0,1,0,0,0,0,1
8,1,0,w,0,0,0,0,1,3,0,1,1,1,1,0,0,1
12,1,0,b,0,0,0,0,0,2,0,0,0,0,0,0,0,1
16,1,0,w,0,0,0,0,0,2,0,0,1,1,0,0,0,1
20,1,0,w,0,0,0,0,0,2,0,0,1,0,0,0,0,1
24,1,0,o,0,0,0,0,0,2,0,1,1,0,0,0,0,1
28,1,0,w,0,0,0,0,0,2,0,0,1,0,0,0,1,1
32,1,0,b,0,0,0,1,0,2,1,0,0,0,0,0,0,1
36,1,0,o,0,0,0,1,0,2,1,0,1,0,0,0,0,1
40,1,0,l,0,0,0,0,0,,0,0,1,0,0,0,1,1
44,1,0,w,0,1,0,0,0,2,0,0,1,1,0,0,0,0
48,1,0,w,0,0,0,1,0,2,1,0,1,0,0,0,0,1
52,0,1,,,,,,,,,,,,,,,
56,1,0,l,0,0,0,0,1,2,0,0,1,0,0,0,0,1
60,1,0,w,1,0,0,0,0,2,0,0,1,0,0,0,0,1
64,1,0,b,0,0,0,0,0,2,0,0,0,0,1,0,1,1
68,1,0,w,0,0,0,1,0,2,1,0,1,0,1,0,0,1
72,1,0,l,0,0,0,0,0,2,0,0,1,0,0,0,1,1
76,1,0,w,0,0,0,1,1,2,1,0,0,0,0,0,1,1
80,1,0,w,0,0,0,0,1,2,0,0,0,1,0,0,0,1
84,1,0,l,0,0,0,0,1,2,0,0,0,0,0,0,1,0
88,1,0,w,0,0,0,0,1,2,0,0,0,0,1,0,0,1
92,1,0,w,0,0,0,0,1,2,0,0,1,1,0,0,0,1
96,1,1,,,,,,,,,,,,,,,
100,1,0,a,0,0,0,0,0,2,0,0,1,0,0,0,0,1
104,1,0,b,0,0,0,0,1,2,0,0,1,0,0,0,0,1
108,1,0,a,0,0,0,0,0,2,1,0,1,0,0,0,0,1
112,1,0,m,0,0,0,0,0,2,0,1,1,0,0,0,1,1
116,1,1,,,,,,,,,,,,,,,
120,1,0,w,0,0,0,1,0,2,0,0,1,0,0,0,0,1
124,1,0,w,0,0,0,1,0,2,0,0,1,0,1,0,0,0
128,1,0,w,0,0,0,1,0,4,1,0,0,1,1,0,0,1
132,1,0,a,0,0,0,0,0,2,0,1,1,0,0,0,0,1
136,1,0,w,0,0,0,0,1,2,0,0,1,0,0,0,0,1
140,1,0,w,0,0,0,0,0,2,0,1,0,0,0,0,0,0
144,1,0,w,0,0,0,0,1,2,0,1,1,0,1,0,0,1
148,1,0,w,0,0,0,0,0,2,0,0,1,0,0,0,1,1
152,0,,,,,,,,,,,,,,,,
156,1,1,,,,,,,,,,,,,,,
160,1,0,b,0,0,0,0,0,2,0,0,0,0,0,0,0,1
164,1,0,w,0,0,0,0,0,2,0,0,0,0,0,0,0,1
168,1,0,w,0,0,0,1,0,2,0,0,0,0,0,0,1,1
172,1,0,w,0,0,0,0,0,2,0,0,1,1,0,0,0,1
176,1,0,w,0,0,0,0,0,2,0,1,0,1,1,0,0,1
180,1,0,w,0,0,0,0,1,2,0,0,1,0,0,0,0,1
184,1,0,w,0,0,0,0,0,2,0,0,1,0,0,0,1,1
188,1,0,w,0,0,0,0,0,2,0,0,1,0,0,0,1,1
192,1,0,l,0,0,0,0,0,2,0,0,1,0,1,0,1,1
196,1,1,,,,,,,,,,,,,,,
200,1,0,w,0,0,0,0,0,2,0,1,1,0,0,0,0,1
204,1,0,l,0,0,0,0,0,2,0,0,1,0,1,0,0,1
208,1,0,l,0,0,0,0,1,2,0,0,1,0,0,0,0,1
212,1,0,w,0,0,0,1,1,2,0,0,1,1,0,0,1,1
216,1,0,w,0,0,0,0,1,2,1,0,1,0,0,0,1,1
220,1,0,b,0,0,0,0,0,2,0,0,0,0,1,0,0,1
224,1,0,w,0,0,0,1,0,2,1,1,0,0,1,0,0,0
228,1,0,b,0,0,0,0,0,2,0,0,0,0,0,0,0,1
232,1,0,w,0,0,0,0,1,2,0,0,1,0,0,0,0,1
236,1,0,w,0,0,0,0,0,2,0,0,0,0,0,0,0,1
240,1,0,w,0,0,0,0,1,2,0,1,1,0,0,0,0,1
244,1,0,w,0,0,0,0,1,3,1,0,0,0,0,0,0,1
248,1,0,w,0,0,0,0,0,2,0,0,0,0,0,0,0,1
252,1,0,l,0,0,0,0,0,3,0,0,0,0,1,0,0,1
256,1,0,w,0,0,0,0,0,2,0,0,1,0,0,0,0,1
260,1,0,b,0,0,0,0,1,2,0,0,0,0,0,0,1,1
264,1,0,b,0,0,0,0,1,3,0,1,0,0,0,0,0,1
268,1,0,w,0,0,0,0,0,2,1,0,1,1,0,0,0,1
272,1,0,w,0,0,0,0,0,2,0,0,1,0,0,0,0,1
276,1,0,w,0,0,0,0,0,2,0,0,1,0,0,0,0,1
280,1,0,w,0,0,0,1,1,2,1,1,1,0,0,0,1,1
284,1,1,,,,,,,,,,,,,,,
288,1,0,w,0,0,0,1,0,2,1,0,1,0,0,0,0,1
292,1,0,l,0,0,0,0,1,2,0,1,1,0,0,0,1,1
296,1,0,l,0,0,0,0,0,3,0,0,0,0,0,0,0,1
300,1,0,a,0,0,0,0,0,3,0,0,1,0,0,0,0,1
304,1,0,w,0,0,0,0,0,2,0,0,1,1,0,0,0,1
308,1,0,w,0,0,0,1,0,2,0,0,1,1,0,0,0,1
312,1,0,l,0,0,0,1,0,3,1,1,1,0,0,0,0,1
316,1,0,l,0,0,0,0,0,3,0,1,1,0,0,0,0,1
320,1,0,b,0,0,0,0,1,3,0,1,0,0,1,0,1,1
324,1,0,a,0,0,0,0,0,2,0,0,1,0,0,0,0,1
328,1,0,l,0,0,0,1,0,2,1,1,1,0,0,0,0,1
332,1,0,b,0,0,0,1,0,2,0,0,0,0,0,0,0,1
336,1,0,w,0,0,0,0,0,2,0,0,1,0,0,0,0,0
340,1,0,w,0,0,0,0,0,3,0,0,1,1,1,0,0,1
344,1,0,b,0,0,0,0,1,2,0,0,0,0,0,0,1,1
348,1,0,l,0,0,0,0,0,3,0,1,1,0,0,0,1,1
352,1,0,a,0,0,0,0,0,2,0,0,1,0,0,0,0,1
356,1,0,w,0,0,0,0,1,2,0,0,1,0,0,0,0,1
360,0,,,,,,,,,,,,,,,,
364,1,0,w,0,0,0,0,0,2,0,0,1,0,1,0,0,1
368,1,0,a,0,0,0,0,0,2,0,0,1,0,0,0,0,1
372,1,0,l,0,0,0,0,1,2,0,1,1,0,0,0,1,1
376,1,0,w,0,0,0,1,0,2,1,0,1,0,0,0,0,0
380,1,0,w,0,0,0,0,0,3,0,1,1,0,0,0,0,0
384,1,0,a,0,0,0,0,1,3,0,1,1,0,0,0,0,1
388,1,0,b,0,0,0,0,1,3,0,1,0,0,0,0,0,1
392,1,0,l,0,0,0,0,0,4,0,1,1,0,0,0,0,1
396,1,0,w,0,0,0,0,1,2,0,0,1,0,0,0,0,1
400,1,0,w,0,0,0,1,1,2,1,0,1,0,0,0,0,1
404,1,0,a,0,0,0,0,0,2,0,0,1,0,0,0,0,1
408,1,1,,,,,,,,,,,,,,,
412,1,1,,,,,,,,,,,,,,,
416,1,0,a,0,0,0,0,1,2,0,0,1,0,0,0,0,1
420,1,0,a,0,0,0,0,1,2,0,0,1,0,0,0,0,1
424,1,0,l,0,0,0,0,0,3,0,0,1,0,0,0,0,1
428,1,0,w,0,0,0,1,0,2,0,0,1,1,0,0,0,1
432,1,0,w,0,1,0,0,0,4,0,1,1,1,0,0,0,0
436,1,0,b,0,0,0,0,1,2,0,1,1,0,0,0,0,1
440,1,0,w,0,0,0,0,1,2,0,0,1,0,0,0,0,1
444,1,0,o,0,0,0,1,0,2,0,0,1,0,0,0,0,0
448,1,0,l,0,0,0,0,0,2,0,1,1,0,0,0,1,1
452,1,0,l,0,0,0,0,0,2,0,0,0,0,0,0,1,0
456,1,0,w,0,0,0,0,0,2,0,0,1,0,0,0,0,1
460,1,0,l,0,0,0,1,0,2,0,1,1,0,0,0,0,1
464,1,0,l,0,0,0,0,1,2,0,0,1,0,0,0,0,1
468,1,0,a,0,0,0,0,1,2,0,0,1,0,0,0,0,1
472,1,0,b,0,0,0,1,0,3,1,1,0,0,0,0,0,1
476,1,0,w,0,0,0,0,0,3,0,0,1,0,0,0,0,1
480,1,0,a,0,0,0,0,0,2,0,0,1,0,0,0,0,0
484,1,0,l,0,0,0,0,1,2,0,1,0,0,0,0,1,0
488,1,0,a,0,0,0,1,1,2,0,1,1,0,0,0,1,1
492,1,0,w,0,0,0,0,0,2,0,0,1,1,0,0,1,1
496,1,1,,,,,,,,,,,,,,,
500,1,0,l,0,0,0,0,0,2,0,1,0,0,0,0,0,1
504,1,1,,,,,,,,,,,,,,,
508,1,0,l,0,0,0,0,1,2,1,1,1,0,0,0,0,1
512,1,0,w,0,1,0,0,0,2,0,1,1,0,0,0,0,1
516,1,1,,,,,,,,,,,,,,,
520,1,0,b,0,0,0,0,1,2,0,0,0,0,0,0,0,1
524,1,1,,,,,,,,,,,,,,,
528,1,0,w,0,0,1,0,0,2,0,0,1,1,0,0,0,1
532,0,,,,,,,,,,,,,,,,
536,1,0,w,0,0,0,0,0,2,0,0,1,0,0,0,0,1
540,1,0,w,0,0,0,0,0,2,0,0,1,0,0,0,0,1
544,1,0,l,0,0,0,0,0,2,0,1,1,0,0,0,0,1
548,1,0,l,0,0,0,0,1,2,0,0,1,0,0,0,1,1
552,1,0,l,0,0,0,0,0,2,0,1,1,0,0,0,1,1
556,1,1,,,,,,,,,,,,,,,
560,1,0,l,0,0,0,0,0,2,0,0,1,0,0,0,0,1
564,1,0,l,0,0,0,1,1,2,0,0,1,0,0,0,0,1
568,1,0,b,0,0,0,0,1,3,0,1,0,0,0,0,0,1
572,1,0,l,0,0,0,0,1,2,0,1,1,0,0,0,0,1
576,1,1,,,,,,,,,,,,,,,
580,1,1,,,,,,,,,,,,,,,
584,1,0,w,0,0,0,0,0,2,0,0,1,0,0,0,0,1
588,1,0,w,0,0,0,0,0,2,0,0,1,0,0,0,1,1
592,1,0,l,0,0,0,0,1,2,0,1,1,0,0,0,0,1
596,1,1,,,,,,,,,,,,,,,
600,1,0,l,0,0,0,0,0,4,0,0,1,0,0,0,0,1
604,1,0,a,0,0,0,0,0,3,0,1,1,0,0,0,0,1
608,1,1,,,,,,,,,,,,,,,
612,1,0,a,0,0,0,0,0,2,0,0,1,0,0,0,0,1
616,1,0,l,0,0,0,0,1,3,0,1,1,0,0,0,1,1
620,1,0,o,0,0,0,0,0,2,0,0,1,0,0,0,0,1
624,1,0,l,0,0,0,0,0,3,0,0,1,0,0,0,0,1
628,1,0,l,0,0,0,0,0,3,0,1,1,0,0,0,0,1
632,1,0,l,0,0,0,0,1,3,0,1,1,0,0,0,0,1
636,1,0,b,0,0,0,0,1,3,0,0,0,0,0,0,0,1
640,1,0,w,0,0,0,0,0,2,0,0,1,0,0,0,1,0
644,1,1,,,,,,,,,,,,,,,
648,1,1,,,,,,,,,,,,,,,
652,1,0,b,0,0,0,1,1,2,0,0,0,0,0,0,0,1
656,1,0,w,0,0,0,0,0,2,0,0,1,0,0,0,0,1
660,,,,,,,,,,,,,,,,,
664,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,
672,,,,,,,,,,,,,,,,,
676,,,,,,,,,,,,,,,,,
680,,,,,,,,,,,,,,,,,
684,,,,,,,,,,,,,,,,,
688,,,,,,,,,,,,,,,,,
692,,,,,,,,,,,,,,,,,
696,,,,,,,,,,,,,,,,,
700,,,,,,,,,,,,,,,,,
704,,,,,,,,,,,,,,,,,
708,,,,,,,,,,,,,,,,,
712,,,,,,,,,,,,,,,,,
716,,,,,,,,,,,,,,,,,
720,,,,,,,,,,,,,,,,,
724,,,,,,,,,,,,,,,,,
728,,,,,,,,,,,,,,,,,
732,,,,,,,,,,,,,,,,,
736,,,,,,,,,,,,,,,,,
740,,,,,,,,,,,,,,,,,
744,,,,,,,,,,,,,,,,,
748,,,,,,,,,,,,,,,,,
752,,,,,,,,,,,,,,,,,
756,,,,,,,,,,,,,,,,,
760,,,,,,,,,,,,,,,,,
764,,,,,,,,,,,,,,,,,
768,,,,,,,,,,,,,,,,,
772,,,,,,,,,,,,,,,,,
776,,,,,,,,,,,,,,,,,
780,,,,,,,,,,,,,,,,,
